Essential,NonEssential,NonTargeting,BrunelloKinome,GuideID,GeneSymbol,BrunelloFullGenome,GuideID,GeneSymbol,AvanaFullGenome,GuideID,GeneSymbol
IMP4,GABRA6,,,AKT1-4,AKT1,,ABCC6_16198057,ABCC6,,ABCF3-2,ABCF3
INTS1,GAGE1,,,AKT1-5,AKT1,,ABCC8_17412710,ABCC8,,ABCF3-3,ABCF3
INTS3,GAGE2C,,,AKT1-6,AKT1,,ABCC8_17430819,ABCC8,,ABCG1-1,ABCG1
INTS8,GALNTL5,,,AKT1-7,AKT1,,ABCC8_17442842,ABCC8,,ABCG1-2,ABCG1
INTS9,GALR1,,,AKT1-8,AKT1,,ABCC8_17470149,ABCC8,,ABCG1-3,ABCG1
IPO13,GALR3,,,AKT2-1,AKT2,,ABCC9_21848204,ABCC9,,ABCG1-4,ABCG1
ISCU,GBP7,,,AKT2-2,AKT2,,ABCC9_21894063,ABCC9,,ABCG2-1,ABCG2
ISG20L2,GCG,,,AKT2-3,AKT2,,ABCC9_21908132,ABCC9,,ABCG2-2,ABCG2
KANSL3,GCM2,,,AKT2-4,AKT2,,ABCC9_21926002,ABCC9,,ABCG4-1,ABCG4
KARS,GDF2,,,AKT2-5,AKT2,,ABCD1_153725586,ABCD1,,ABCG4-2,ABCG4
KAT8,GFRA4,,,AKT2-6,AKT2,,ABCD1_153726123,ABCD1,,ABCG5-1,ABCG5
KIF11,GFRAL,,,AKT2-7,AKT2,,ABCD1_153729343,ABCD1,,ABCG5-2,ABCG5
KIF23,GH2,,,AKT2-8,AKT2,,ABCD1_153736250,ABCD1,,ABCG5-3,ABCG5
KPNB1,GHRH,,,AKT3-1,AKT3,,ABCD2_39604777,ABCD2,,ABCG5-4,ABCG5
KRI1,GHSR,,,AKT3-2,AKT3,,ABCD2_39607626,ABCD2,,ABCG8-1,ABCG8
KRR1,GIF,,,AKT3-3,AKT3,,ABCD2_39618985,ABCD2,,ABCG8-2,ABCG8
LARS,GJA10,,,AKT3-4,AKT3,,ABCD2_39619138,ABCD2,,ABCG8-3,ABCG8
LAS1L,GJA8,,,AKT3-5,AKT3,,ABCD3_94473831,ABCD3,,ABCG8-4,ABCG8
LONP1,GK2,,,AKT3-6,AKT3,,ABCD3_94480529,ABCD3,,ABHD1-1,ABHD1
LRR1,GKN2,,,AKT3-7,AKT3,,ABCD3_94487759,ABCD3,,ABHD1-2,ABHD1
LSG1,GLRA1,,,AKT3-8,AKT3,,ABCD3_94489793,ABCD3,,ABHD1-3,ABHD1
LSM11,GLRA2,,,ALDH18A1-1,ALDH18A1,,ABCD4_74292582,ABCD4,,ABHD1-4,ABHD1
LSM12,GLT6D1,,,ALDH18A1-2,ALDH18A1,,ABCD4_74292830,ABCD4,,ABHD10-1,ABHD10
LSM2,GML,,,ALDH18A1-3,ALDH18A1,,ABCD4_74296370,ABCD4,,ABHD10-2,ABHD10
LSM7,GOLGA6L2,,,ALDH18A1-4,ALDH18A1,,ABCD4_74299631,ABCD4,,ABHD10-3,ABHD10
LUC7L3,GOT1L1,,,ALDH18A1-5,ALDH18A1,,ABCE1_145104511,ABCE1,,ABHD10-4,ABHD10
MAD2L1,GPR101,,,ALDH18A1-6,ALDH18A1,,ABCE1_145108026,ABCE1,,ABHD11-1,ABHD11
MAGOH,GPR111,,,ALDH18A1-7,ALDH18A1,,ABCE1_145109147,ABCE1,,ABHD11-2,ABHD11
MAK16,GPR119,,,ALDH18A1-8,ALDH18A1,,ABCE1_145117304,ABCE1,,ABHD11-3,ABHD11
MARS,GPR128,,,ALK-1,ALK,,ABCF1_30583082,ABCF1,,ABHD11-4,ABHD11
MARS2,GPR139,,,ALK-2,ALK,,ABCF1_30583862,ABCF1,,ABHD12-1,ABHD12
MASTL,GPR144,,,ALK-3,ALK,,ABCF1_30584469,ABCF1,,ABHD12-2,ABHD12
MCM3,GPR148,,,ALK-4,ALK,,ABCF1_30585666,ABCF1,,ABHD12-3,ABHD12
MCM3AP,GPR151,,,ALK-5,ALK,,ABCF2_151218754,ABCF2,,ABHD12-4,ABHD12
MCM4,GPR152,,,ALK-6,ALK,,ABCF2_151219136,ABCF2,,ABHD12B-1,ABHD12B
MCM5,GPR26,,,ALK-7,ALK,,ABCF2_151223772,ABCF2,,ABHD12B-2,ABHD12B
MCM7,GPR31,,,ALK-8,ALK,,ABCF2_151224805,ABCF2,,ABHD12B-3,ABHD12B
MDN1,GPR32,,,ALPK1-1,ALPK1,,ABCF3_184186634,ABCF3,,ABHD12B-4,ABHD12B
MED11,GPR45,,,ALPK1-2,ALPK1,,ABCF3_184187427,ABCF3,,ABHD13-1,ABHD13
MED12,GPR50,,,ALPK1-3,ALPK1,,ABCF3_184188367,ABCF3,,ABHD14A-1,ABHD14A
MED18,GPR52,,,ALPK1-4,ALPK1,,ABCF3_184189658,ABCF3,,ABHD14A-2,ABHD14A
MED27,GPR78,,,ALPK1-5,ALPK1,,ABCG1_42225877,ABCG1,,ABHD14A-3,ABHD14A
MED30,GPRC6A,,,ALPK1-6,ALPK1,,ABCG1_42284617,ABCG1,,ABHD14A-4,ABHD14A
MEPCE,GPX5,,,ALPK1-7,ALPK1,,ABCG1_42287986,ABCG1,,ABHD14B-1,ABHD14B
METTL16,GPX6,,,ALPK1-8,ALPK1,,ABCG1_42290078,ABCG1,,ABHD14B-2,ABHD14B
MMS22L,GRK1,,,ALPK2-1,ALPK2,,ABCG2_88113439,ABCG2,,ABHD14B-3,ABHD14B
MPHOSPH10,GRM4,,,ALPK2-2,ALPK2,,ABCG2_88113548,ABCG2,,ABHD14B-4,ABHD14B
MRP63,GRM5,,,ALPK2-3,ALPK2,,ABCG2_88118252,ABCG2,,ABHD15-1,ABHD15
MRPL18,GRM6,,,ALPK2-4,ALPK2,,ABCG2_88131108,ABCG2,,ABHD15-2,ABHD15
MRPL28,GSC2,,,ALPK2-5,ALPK2,,ABCG4_119150173,ABCG4,,ABHD15-3,ABHD15
MRPL38,GSTA5,,,ALPK2-6,ALPK2,,ABCG4_119154914,ABCG4,,ABHD15-4,ABHD15
MRPL4,GSX1,,,ALPK2-7,ALPK2,,ABCG4_119156875,ABCG4,,ABHD16A-1,ABHD16A
MRPL43,GSX2,,,ALPK2-8,ALPK2,,ABCG4_119158570,ABCG4,,ABHD16A-2,ABHD16A
MRPL45,GUCA2A,,,ALPK3-1,ALPK3,,ABCG5_43823981,ABCG5,,ABHD16A-3,ABHD16A
MRPL46,GUCY2F,,,ALPK3-2,ALPK3,,ABCG5_43824283,ABCG5,,ABHD16B-1,ABHD16B
MRPL53,H1FOO,,,ALPK3-3,ALPK3,,ABCG5_43826426,ABCG5,,ABHD16B-2,ABHD16B
MRPS14,H2BFM,,,ALPK3-4,ALPK3,,ABCG5_43828050,ABCG5,,ABHD16B-3,ABHD16B
MRPS24,H2BFWT,,,ALPK3-5,ALPK3,,ABCG8_43846171,ABCG8,,ABHD16B-4,ABHD16B
MRPS34,HAO1,,,ALPK3-6,ALPK3,,ABCG8_43852404,ABCG8,,ABHD17A-1,ABHD17A
MSTO1,HCRTR2,,,ALPK3-7,ALPK3,,ABCG8_43852788,ABCG8,,ABHD17A-2,ABHD17A
MTG2,HDGFL1,,,ALPK3-8,ALPK3,,ABCG8_43872273,ABCG8,,ABHD17A-3,ABHD17A
MVK,HHLA1,,,AMHR2-1,AMHR2,,ABHD10_111979191,ABHD10,,ABHD17B-1,ABHD17B
MYBBP1A,HIST1H2AA,,,AMHR2-2,AMHR2,,ABHD10_111981890,ABHD10,,ABHD17B-2,ABHD17B
MYC,HIST1H2BA,,,AMHR2-3,AMHR2,,ABHD10_111986364,ABHD10,,ABHD17B-3,ABHD17B
NAA10,HIST1H4G,,,AMHR2-4,AMHR2,,ABHD10_111986981,ABHD10,,ABHD17B-4,ABHD17B
NAA38,HMX1,,,AMHR2-5,AMHR2,,ABHD11_73737324,ABHD11,,ABHD17C-1,ABHD17C
NAA50,HOXB1,,,AMHR2-6,AMHR2,,ABHD11_73737618,ABHD11,,ABHD17C-2,ABHD17C
NAMPT,HOXD12,,,AMHR2-7,AMHR2,,ABHD11_73737713,ABHD11,,ABHD17C-3,ABHD17C
NAPA,HRG,,,AMHR2-8,AMHR2,,ABHD11_73738408,ABHD11,,ABHD17C-4,ABHD17C
NARFL,HRH3,,,ANKK1-1,ANKK1,,ABHD12B_50880524,ABHD12B,,ABHD2-1,ABHD2
NARS,HSFY1,,,ANKK1-2,ANKK1,,ABHD12B_50885655,ABHD12B,,ABHD2-2,ABHD2
NAT10,HSFY2,,,ANKK1-3,ANKK1,,ABHD12B_50885838,ABHD12B,,ABHD2-3,ABHD2
NCBP1,HTN3,,,ANKK1-4,ANKK1,,ABHD12B_50888834,ABHD12B,,ABHD3-1,ABHD3
NCBP2,HTR1A,,,ANKK1-5,ANKK1,,ABHD12_25309475,ABHD12,,ABHD3-2,ABHD3
NDC80,HTR2C,,,ANKK1-6,ANKK1,,ABHD12_25314954,ABHD12,,ABHD4-1,ABHD4
NDUFA13,HTR3C,,,ANKK1-7,ANKK1,,ABHD12_25320235,ABHD12,,ABHD4-2,ABHD4
NEDD8,HTR3D,,,ANKK1-8,ANKK1,,ABHD12_25390571,ABHD12,,ABHD4-3,ABHD4
NELFB,HTR3E,,,ARAF-1,ARAF,,ABHD13_108229439,ABHD13,,ABHD4-4,ABHD4
NHP2,HTR5A,,,ARAF-2,ARAF,,ABHD13_108229596,ABHD13,,ABHD5-1,ABHD5
NHP2L1,HTR6,,,ARAF-3,ARAF,,ABHD13_108229802,ABHD13,,ABHD5-2,ABHD5
NIP7,IAPP,,,ARAF-4,ARAF,,ABHD13_108229859,ABHD13,,ABHD6-1,ABHD6
NKAP,IFIT1B,,,ARAF-5,ARAF,,ABHD14A_51977945,ABHD14A,,ABHD6-2,ABHD6
NLE1,IFNA10,,,ARAF-6,ARAF,,ABHD14A_51978078,ABHD14A,,ABHD6-3,ABHD6
NMD3,IFNA14,,,ARAF-7,ARAF,,ABHD14A_51978302,ABHD14A,,ABHD6-4,ABHD6
NMT1,IFNA16,,,ARAF-8,ARAF,,ABHD14A_51980492,ABHD14A,,ABHD8-1,ABHD8
NOC4L,IFNA17,,,ARSG-1,ARSG,,ABHD14B_51970080,ABHD14B,,ABHD8-2,ABHD8
NOL10,IFNA2,,,ARSG-2,ARSG,,ABHD14B_51970173,ABHD14B,,ABHD8-3,ABHD8
NOL11,IFNA21,,,ARSG-3,ARSG,,ABHD14B_51971509,ABHD14B,,ABHD8-4,ABHD8
NOL6,IFNA4,,,ARSG-4,ARSG,,ABHD14B_51971590,ABHD14B,,ABI1-1,ABI1
NOL9,IFNA5,,,ARSG-5,ARSG,,ABHD15_29566158,ABHD15,,ABI1-2,ABI1
NOP16,IFNA6,,,ARSG-6,ARSG,,ABHD15_29566320,ABHD15,,ABI1-3,ABI1
NOP2,IFNA7,,,ARSG-7,ARSG,,ABHD15_29566470,ABHD15,,ABI2-1,ABI2
NOP56,IFNA8,,,ARSG-8,ARSG,,ABHD15_29566763,ABHD15,,ABI2-2,ABI2
NOP9,IFNB1,,,ATM-1,ATM,,ABHD16A_31689595,ABHD16A,,ABI2-3,ABI2
NPLOC4,IFNK,,,ATM-2,ATM,,ABHD16A_31691613,ABHD16A,,ABI3-1,ABI3
NSA2,IFNW1,,,ATM-3,ATM,,ABHD16A_31693138,ABHD16A,,ABI3-3,ABI3
NSF,IL12B,,,ATM-4,ATM,,ABHD16A_31696975,ABHD16A,,ABI3-4,ABI3
NUDC,IL13,,,ATM-5,ATM,,ABHD16B_63861641,ABHD16B,,ABI3BP-1,ABI3BP
NUDCD3,IL17A,,,ATM-6,ATM,,ABHD16B_63861876,ABHD16B,,ABI3BP-2,ABI3BP
NUDT21,IL17F,,,ATM-7,ATM,,ABHD16B_63862079,ABHD16B,,ABI3BP-3,ABI3BP
NUDT4,IL1F10,,,ATM-8,ATM,,ABHD16B_63862266,ABHD16B,,ABL1-1,ABL1
NUF2,IL21,,,ATMIN-1,ATMIN,,ABHD17A_1880012,ABHD17A,,ABL1-2,ABL1
NUP133,IL22,,,ATMIN-2,ATMIN,,ABHD17A_1880098,ABHD17A,,ABL1-3,ABL1
NUP155,IL25,,,ATMIN-3,ATMIN,,ABHD17A_1881311,ABHD17A,,ABL1-4,ABL1
NUP160,IL26,,,ATMIN-4,ATMIN,,ABHD17A_1881409,ABHD17A,,ABL2-1,ABL2
NUP214,IL28A,,,ATMIN-5,ATMIN,,ABHD17B_71870204,ABHD17B,,ABL2-2,ABL2
NUP85,IL28B,,,ATMIN-6,ATMIN,,ABHD17B_71874619,ABHD17B,,ABL2-3,ABL2
NUP88,IL29,,,ATMIN-7,ATMIN,,ABHD17B_71874813,ABHD17B,,ABLIM1-1,ABLIM1
NUP93,IL3,,,ATMIN-8,ATMIN,,ABHD17B_71874860,ABHD17B,,ABLIM1-2,ABLIM1
NUS1,IL31,,,ATR-1,ATR,,ABHD17C_80695752,ABHD17C,,ABLIM1-3,ABLIM1
NUTF2,IL36A,,,ATR-2,ATR,,ABHD17C_80695929,ABHD17C,,ABLIM1-4,ABLIM1
NVL,IL36B,,,ATR-3,ATR,,ABHD17C_80695997,ABHD17C,,ABLIM2-1,ABLIM2
NXF1,IL36RN,,,ATR-4,ATR,,ABHD17C_80749546,ABHD17C,,ABLIM2-2,ABLIM2
OGDH,IL9,,,ATR-5,ATR,,ABHD1_27128597,ABHD1,,ABLIM2-3,ABLIM2
OGT,INS,,,ATR-6,ATR,,ABHD1_27129080,ABHD1,,ABLIM2-4,ABLIM2
ORAOV1,INSL5,,,ATR-7,ATR,,ABHD1_27129334,ABHD1,,ABLIM3-1,ABLIM3
ORC6,INSL6,,,ATR-8,ATR,,ABHD1_27129919,ABHD1,,ABLIM3-2,ABLIM3
OSGEP,INSM2,,,AURKA-1,AURKA,,ABHD2_89151824,ABHD2,,ABLIM3-3,ABLIM3
PABPC1,INSRR,,,AURKA-2,AURKA,,ABHD2_89155431,ABHD2,,ABLIM3-4,ABLIM3
PAFAH1B1,IQCF1,,,AURKA-3,AURKA,,ABHD2_89175818,ABHD2,,ABR-1,ABR
PAICS,IRGC,,,AURKA-4,AURKA,,ABHD2_89185511,ABHD2,,ABR-2,ABR
PAK1IP1,ISX,,,AURKA-5,AURKA,,ABHD3_21664228,ABHD3,,ABR-3,ABR
PCID2,ITIH6,,,AURKA-6,AURKA,,ABHD3_21702379,ABHD3,,ABR-4,ABR
PCNA,IZUMO2,,,AURKA-7,AURKA,,ABHD3_21703616,ABHD3,,ABRA-1,ABRA
PFDN2,KCNA10,,,AURKA-8,AURKA,,ABHD3_21703685,ABHD3,,ABRA-2,ABRA
PFN1,KCNB2,,,AURKB-1,AURKB,,ABHD4_22603412,ABHD4,,ABRA-3,ABRA
PGAM1,KCNG4,,,AURKB-2,AURKB,,ABHD4_22603669,ABHD4,,ABRA-4,ABRA
PGGT1B,KCNK10,,,AURKB-3,AURKB,,ABHD4_22603985,ABHD4,,ABRACL-1,ABRACL
PGK1,KCNK16,,,AURKB-4,AURKB,,ABHD4_22604052,ABHD4,,ABRACL-2,ABRACL
PHB,KCNK18,,,AURKB-5,AURKB,,ABHD5_43699318,ABHD5,,ABRACL-3,ABRACL
PHB2,KCNV1,,,AURKB-6,AURKB,,ABHD5_43702433,ABHD5,,ABRACL-4,ABRACL
PHF5A,KHDC3L,,,AURKB-7,AURKB,,ABHD5_43702509,ABHD5,,ABT1-1,ABT1
PKMYT1,KIF2B,,,AURKB-8,AURKB,,ABHD5_43711740,ABHD5,,ABT1-2,ABT1
PLK1,KIR2DL1,,,AURKC-1,AURKC,,ABHD6_58267225,ABHD6,,ABT1-3,ABT1
PLRG1,KIR3DL3,,,AURKC-2,AURKC,,ABHD6_58267335,ABHD6,,ABT1-4,ABT1
PMPCA,KLK12,,,AURKC-3,AURKC,,ABHD6_58269430,ABHD6,,ABTB1-1,ABTB1
PMPCB,KLK9,,,AURKC-4,AURKC,,ABHD6_58274690,ABHD6,,ABTB1-2,ABTB1
PNKP,KRT2,,,AURKC-5,AURKC,,ABHD8_17294799,ABHD8,,ABTB1-3,ABTB1
POLA2,KRT25,,,AURKC-6,AURKC,,ABHD8_17301091,ABHD8,,ABTB1-4,ABTB1
POLR1A,KRT26,,,AURKC-7,AURKC,,ABHD8_17301356,ABHD8,,ABTB2-1,ABTB2
POLR1B,KRT28,,,AURKC-8,AURKC,,ABHD8_17301511,ABHD8,,ABTB2-2,ABTB2
POLR1C,KRT33A,,,AXL-1,AXL,,ABI1_26759191,ABI1,,ABTB2-3,ABTB2
POLR2A,KRT35,,,AXL-2,AXL,,ABI1_26765223,ABI1,,ABTB2-4,ABTB2
POLR2B,KRT36,,,AXL-3,AXL,,ABI1_26777126,ABI1,,ACAA1-1,ACAA1
POLR2C,KRT37,,,AXL-4,AXL,,ABI1_26860785,ABI1,,ACAA1-2,ACAA1
POLR2D,KRT38,,,AXL-5,AXL,,ABI2_203366959,ABI2,,ACAA1-3,ACAA1
POLR2E,KRT40,,,AXL-6,AXL,,ABI2_203380311,ABI2,,ACAA1-4,ACAA1
POLR2G,KRT71,,,AXL-7,AXL,,ABI2_203395768,ABI2,,ACAA2-1,ACAA2
POLR2H,KRT73,,,AXL-8,AXL,,ABI2_203402637,ABI2,,ACAA2-2,ACAA2
POLR2I,KRT74,,,BAZ1B-1,BAZ1B,,ABI3BP_100796433,ABI3BP,,ACAA2-3,ACAA2
POLR2L,KRT75,,,BAZ1B-2,BAZ1B,,ABI3BP_100848868,ABI3BP,,ACACA-1,ACACA
POLR3A,KRT76,,,BAZ1B-3,BAZ1B,,ABI3BP_100851880,ABI3BP,,ACACA-2,ACACA
POLR3C,KRT77,,,BAZ1B-4,BAZ1B,,ABI3BP_100864870,ABI3BP,,ACACA-3,ACACA
POLR3H,KRT78,,,BAZ1B-5,BAZ1B,,ABI3_49216544,ABI3,,ACACB-1,ACACB
POLR3K,KRT82,,,BAZ1B-6,BAZ1B,,ABI3_49216637,ABI3,,ACACB-2,ACACB
POLRMT,KRT84,,,BAZ1B-7,BAZ1B,,ABI3_49217814,ABI3,,ACACB-3,ACACB
POP1,KRT85,,,BAZ1B-8,BAZ1B,,ABI3_49219589,ABI3,,ACAD10-1,ACAD10
POP5,KRT86,,,BCKDK-1,BCKDK,,ABL1_130854834,ABL1,,ACAD10-2,ACAD10
PPA1,KRT9,,,BCKDK-2,BCKDK,,ABL1_130862824,ABL1,,ACAD10-3,ACAD10
PPAN,KRTAP1-1,,,BCKDK-3,BCKDK,,ABL1_130872883,ABL1,,ACAD11-1,ACAD11
PPAT,KRTAP10-1,,,BCKDK-4,BCKDK,,ABL1_130884018,ABL1,,ACAD11-2,ACAD11
PPIL2,KRTAP10-10,,,BCKDK-5,BCKDK,,ABL2_179109075,ABL2,,ACAD11-3,ACAD11
PPP2CA,KRTAP10-11,,,BCKDK-6,BCKDK,,ABL2_179114919,ABL2,,ACAD8-1,ACAD8
PPP2R4,KRTAP10-12,,,BCKDK-7,BCKDK,,ABL2_179121807,ABL2,,ACAD8-2,ACAD8
PPP4C,KRTAP10-2,,,BCKDK-8,BCKDK,,ABL2_179131462,ABL2,,ACAD8-3,ACAD8
PPWD1,KRTAP10-4,,,BCR-1,BCR,,ABLIM1_114453409,ABLIM1,,ACAD8-4,ACAD8
PREB,KRTAP10-5,,,BCR-2,BCR,,ABLIM1_114487975,ABLIM1,,ACAD9-1,ACAD9
PRELID1,KRTAP10-6,,,BCR-3,BCR,,ABLIM1_114571331,ABLIM1,,ACAD9-2,ACAD9
PRIM1,KRTAP10-7,,,BCR-4,BCR,,ABLIM1_114657989,ABLIM1,,ACADL-1,ACADL
PRMT1,KRTAP10-8,,,BCR-5,BCR,,ABLIM2_8029703,ABLIM2,,ACADL-2,ACADL
PRMT5,KRTAP10-9,,,BCR-6,BCR,,ABLIM2_8036210,ABLIM2,,ACADL-3,ACADL
PRPF19,KRTAP11-1,,,BCR-7,BCR,,ABLIM2_8045176,ABLIM2,,ACADL-4,ACADL
PRPF31,KRTAP13-1,,,BCR-8,BCR,,ABLIM2_8077646,ABLIM2,,ACADM-1,ACADM
PRPF38A,KRTAP13-2,,,BLK-1,BLK,,ABLIM3_149183549,ABLIM3,,ACADM-2,ACADM
PRPF38B,KRTAP13-3,,,BLK-2,BLK,,ABLIM3_149200331,ABLIM3,,ACADM-3,ACADM
PRPF4,KRTAP13-4,,,BLK-3,BLK,,ABLIM3_149237515,ABLIM3,,ACADM-4,ACADM
PRPF8,KRTAP15-1,,,BLK-4,BLK,,ABLIM3_149239809,ABLIM3,,ACADS-1,ACADS
PSMA1,KRTAP17-1,,,BLK-5,BLK,,ABO_133256075,ABO,,ACADS-2,ACADS
PSMA2,KRTAP19-3,,,BLK-6,BLK,,ABO_133256143,ABO,,ACADS-3,ACADS
PSMA3,KRTAP23-1,,,BLK-7,BLK,,ABO_133256248,ABO,,ACADS-4,ACADS
PSMA4,KRTAP26-1,,,BLK-8,BLK,,ABO_133258102,ABO,,ACADSB-1,ACADSB
PSMA5,KRTAP3-2,,,BMP2K-1,BMP2K,,ABRACL_139034174,ABRACL,,ACADSB-2,ACADSB
PSMA6,KRTAP4-11,,,BMP2K-2,BMP2K,,ABRACL_139034192,ABRACL,,ACADSB-3,ACADSB
PSMA7,KRTAP4-12,,,BMP2K-3,BMP2K,,ABRACL_139042746,ABRACL,,ACADSB-4,ACADSB
PSMB1,KRTAP4-2,,,BMP2K-4,BMP2K,,ABRACL_139042765,ABRACL,,ACADVL-1,ACADVL
PSMB2,KRTAP4-4,,,BMP2K-5,BMP2K,,ABRA_106769524,ABRA,,ACADVL-2,ACADVL
PSMB3,KRTAP4-7,,,BMP2K-6,BMP2K,,ABRA_106769680,ABRA,,ACADVL-3,ACADVL
PSMB4,KRTAP5-2,,,BMP2K-7,BMP2K,,ABRA_106769797,ABRA,,ACAN-1,ACAN
PSMB7,KRTAP9-2,,,BMP2K-8,BMP2K,,ABRA_106769857,ABRA,,ACAN-2,ACAN
PSMC2,KRTAP9-3,,,BMPR1A-1,BMPR1A,,ABR_1058016,ABR,,ACAP1-1,ACAP1
PSMC3,KRTAP9-4,,,BMPR1A-2,BMPR1A,,ABR_1067082,ABR,,ACAP1-2,ACAP1
PSMC5,LALBA,,,BMPR1A-3,BMPR1A,,ABR_1072623,ABR,,ACAP1-3,ACAP1
PSMC6,LBX1,,,BMPR1A-4,BMPR1A,,ABR_1073626,ABR,,ACAP1-4,ACAP1
PSMD1,LCN9,,,BMPR1A-5,BMPR1A,,ABT1_26597056,ABT1,,ACAP2-1,ACAP2
PSMD11,LCT,,,BMPR1A-6,BMPR1A,,ABT1_26597191,ABT1,,ACAP2-2,ACAP2
PSMD12,LGALS13,,,BMPR1A-7,BMPR1A,,ABT1_26597977,ABT1,,ACAP2-3,ACAP2
PSMD13,LGALS14,,,BMPR1A-8,BMPR1A,,ABT1_26598088,ABT1,,ACAP3-1,ACAP3
PSMD14,LHFPL5,,,BMPR1B-1,BMPR1B,,ABTB1_127676043,ABTB1,,ACAP3-2,ACAP3
PSMD3,LHX3,,,BMPR1B-2,BMPR1B,,ABTB1_127676296,ABTB1,,ACAP3-3,ACAP3
PSMD4,LHX5,,,BMPR1B-3,BMPR1B,,ABTB1_127677279,ABTB1,,ACAP3-4,ACAP3
PSMG3,LIM2,,,BMPR1B-4,BMPR1B,,ABTB1_127677696,ABTB1,,ACAT1-1,ACAT1
PTPN23,LIN28A,,,BMPR1B-5,BMPR1B,,ABTB2_34165313,ABTB2,,ACAT1-2,ACAT1
PUF60,LIPM,,,BMPR1B-6,BMPR1B,,ABTB2_34170950,ABTB2,,ACAT1-3,ACAT1
PWP2,LOR,,,BMPR1B-7,BMPR1B,,ABTB2_34197349,ABTB2,,ACAT2-1,ACAT2
QARS,LRIT1,,,BMPR1B-8,BMPR1B,,ABTB2_34204675,ABTB2,,ACAT2-2,ACAT2
RABGGTB,LRIT2,,,BMPR2-1,BMPR2,,ACAA1_38126639,ACAA1,,ACAT2-3,ACAT2
RACGAP1,LRRC10,,,BMPR2-2,BMPR2,,ACAA1_38129350,ACAA1,,ACAT2-4,ACAT2
RAD21,LUZP4,,,BMPR2-3,BMPR2,,ACAA1_38131957,ACAA1,,ACBD3-1,ACBD3
RAD51C,LYZL1,,,BMPR2-4,BMPR2,,ACAA1_38136672,ACAA1,,ACBD3-2,ACBD3
RAD51D,LYZL2,,,BMPR2-5,BMPR2,,ACAA2_49792157,ACAA2,,ACBD3-3,ACBD3
RAE1,LYZL6,,,BMPR2-6,BMPR2,,ACAA2_49792220,ACAA2,,ACBD4-1,ACBD4
RAN,MAGEA10,,,BMPR2-7,BMPR2,,ACAA2_49797480,ACAA2,,ACBD4-2,ACBD4
RANGAP1,MAGEA11,,,BMPR2-8,BMPR2,,ACAA2_49802799,ACAA2,,ACBD4-3,ACBD4
RARS2,MAGEB1,,,BMX-1,BMX,,ACACA_37191140,ACACA,,ACBD4-4,ACBD4
RBBP6,MAGEB10,,,BMX-2,BMX,,ACACA_37206821,ACACA,,ACBD5-1,ACBD5
RBM14,MAGEB18,,,BMX-3,BMX,,ACACA_37240559,ACACA,,ACBD5-2,ACBD5
RBM17,MAGEB3,,,BMX-4,BMX,,ACACA_37283355,ACACA,,ACBD5-3,ACBD5
RBM8A,MAGEB4,,,BMX-5,BMX,,ACACB_109166953,ACACB,,ACBD5-4,ACBD5
RBMX,MAGEC3,,,BMX-6,BMX,,ACACB_109179272,ACACB,,ACBD6-1,ACBD6
RBX1,MAS1,,,BMX-7,BMX,,ACACB_109191728,ACACB,,ACBD6-2,ACBD6
RCC1,MAS1L,,,BMX-8,BMX,,ACACB_109235327,ACACB,,ACBD6-3,ACBD6
RCL1,MBD3L1,,,BRAF-1,BRAF,,ACAD10_111715878,ACAD10,,ACBD6-4,ACBD6
RFC2,MBD3L2,,,BRAF-2,BRAF,,ACAD10_111729839,ACAD10,,ACBD7-1,ACBD7
RFC4,MBL2,,,BRAF-3,BRAF,,ACAD10_111736979,ACAD10,,ACBD7-2,ACBD7
RFC5,MC2R,,,BRAF-4,BRAF,,ACAD10_111744875,ACAD10,,ACBD7-3,ACBD7
RFK,MC3R,,,BRAF-5,BRAF,,ACAD11_132626758,ACAD11,,ACBD7-4,ACBD7
RHEB,MC5R,,,BRAF-6,BRAF,,ACAD11_132631401,ACAD11,,ACCS-1,ACCS
RIOK2,MEP1A,,,BRAF-7,BRAF,,ACAD11_132639599,ACAD11,,ACCS-2,ACCS
RNF20,MEP1B,,,BRAF-8,BRAF,,ACAD11_132642061,ACAD11,,ACCS-3,ACCS
RNGTT,MEPE,,,BRD2-1,BRD2,,ACAD8_134257197,ACAD8,,ACCS-4,ACCS
ROMO1,MFRP,,,BRD2-2,BRD2,,ACAD8_134258555,ACAD8,,ACCSL-1,ACCSL
RPA1,MMD2,,,BRD2-3,BRD2,,ACAD8_134261068,ACAD8,,ACCSL-2,ACCSL
RPA2,MMP20,,,BRD2-4,BRD2,,ACAD8_134261142,ACAD8,,ACCSL-3,ACCSL
RPF2,MMP21,,,BRD2-5,BRD2,,ACAD9_128893573,ACAD9,,ACCSL-4,ACCSL
RPL10A,MMP26,,,BRD2-6,BRD2,,ACAD9_128895346,ACAD9,,ACD-1,ACD
RPL11,MMP27,,,BRD2-7,BRD2,,ACAD9_128896494,ACAD9,,ACD-2,ACD
RPL12,MOGAT3,,,BRD2-8,BRD2,,ACAD9_128899448,ACAD9,,ACD-3,ACD
RPL13,MORC1,,,BRD3-1,BRD3,,ACADL_210205637,ACADL,,ACD-4,ACD
RPL14,MRGPRD,,,BRD3-2,BRD3,,ACADL_210205715,ACADL,,ACE-1,ACE
