Essential,NonEssential,NonTargeting,BrunelloKinome,GuideID,GeneSymbol,BrunelloWholeGenome,GuideID.1,GeneSymbol.1
NPLOC4,IFNK,,,ATM-2,ATM,,ABHD15-2,ABHD15
NSA2,IFNW1,,,ATM-3,ATM,,ABHD15-3,ABHD15
NSF,IL12B,,,ATM-4,ATM,,ABHD15-4,ABHD15
NUDC,IL13,,,ATM-5,ATM,,ABHD16A-1,ABHD16A
NUDCD3,IL17A,,,ATM-6,ATM,,ABHD16A-2,ABHD16A
NUDT21,IL17F,,,ATM-7,ATM,,ABHD16A-3,ABHD16A
NUDT4,IL1F10,,,ATM-8,ATM,,ABHD16A-4,ABHD16A
NUF2,IL21,,,ATMIN-1,ATMIN,,ABHD16B-1,ABHD16B
NUP133,IL22,,,ATMIN-2,ATMIN,,ABHD16B-2,ABHD16B
NUP155,IL25,,,ATMIN-3,ATMIN,,ABHD16B-3,ABHD16B
NUP160,IL26,,,ATMIN-4,ATMIN,,ABHD16B-4,ABHD16B
NUP214,IL28A,,,ATMIN-5,ATMIN,,ABHD17A-1,ABHD17A
NUP85,IL28B,,,ATMIN-6,ATMIN,,ABHD17A-2,ABHD17A
NUP88,IL29,,,ATMIN-7,ATMIN,,ABHD17A-3,ABHD17A
NUP93,IL3,,,ATMIN-8,ATMIN,,ABHD17A-4,ABHD17A
NUS1,IL31,,,ATR-1,ATR,,ABHD17B-1,ABHD17B
NUTF2,IL36A,,,ATR-2,ATR,,ABHD17B-2,ABHD17B
NVL,IL36B,,,ATR-3,ATR,,ABHD17B-3,ABHD17B
NXF1,IL36RN,,,ATR-4,ATR,,ABHD17B-4,ABHD17B
OGDH,IL9,,,ATR-5,ATR,,ABHD17C-1,ABHD17C
OGT,INS,,,ATR-6,ATR,,ABHD17C-2,ABHD17C
ORAOV1,INSL5,,,ATR-7,ATR,,ABHD17C-3,ABHD17C
ORC6,INSL6,,,ATR-8,ATR,,ABHD17C-4,ABHD17C
OSGEP,INSM2,,,AURKA-1,AURKA,,ABHD2-1,ABHD2
PABPC1,INSRR,,,AURKA-2,AURKA,,ABHD2-2,ABHD2
PAFAH1B1,IQCF1,,,AURKA-3,AURKA,,ABHD2-3,ABHD2
PAICS,IRGC,,,AURKA-4,AURKA,,ABHD2-4,ABHD2
PAK1IP1,ISX,,,AURKA-5,AURKA,,ABHD3-1,ABHD3
PCID2,ITIH6,,,AURKA-6,AURKA,,ABHD3-2,ABHD3
PCNA,IZUMO2,,,AURKA-7,AURKA,,ABHD3-3,ABHD3
PFDN2,KCNA10,,,AURKA-8,AURKA,,ABHD3-4,ABHD3
PFN1,KCNB2,,,AURKB-1,AURKB,,ABHD4-1,ABHD4
PGAM1,KCNG4,,,AURKB-2,AURKB,,ABHD4-2,ABHD4
PGGT1B,KCNK10,,,AURKB-3,AURKB,,ABHD4-3,ABHD4
PGK1,KCNK16,,,AURKB-4,AURKB,,ABHD4-4,ABHD4
PHB,KCNK18,,,AURKB-5,AURKB,,ABHD5-1,ABHD5
PHB2,KCNV1,,,AURKB-6,AURKB,,ABHD5-2,ABHD5
PHF5A,KHDC3L,,,AURKB-7,AURKB,,ABHD5-3,ABHD5
PKMYT1,KIF2B,,,AURKB-8,AURKB,,ABHD5-4,ABHD5
PLK1,KIR2DL1,,,AURKC-1,AURKC,,ABHD6-1,ABHD6
PLRG1,KIR3DL3,,,AURKC-2,AURKC,,ABHD6-2,ABHD6
PMPCA,KLK12,,,AURKC-3,AURKC,,ABHD6-3,ABHD6
PMPCB,KLK9,,,AURKC-4,AURKC,,ABHD6-4,ABHD6
PNKP,KRT2,,,AURKC-5,AURKC,,ABHD8-1,ABHD8
POLA2,KRT25,,,AURKC-6,AURKC,,ABHD8-2,ABHD8
POLR1A,KRT26,,,AURKC-7,AURKC,,ABHD8-3,ABHD8
POLR1B,KRT28,,,AURKC-8,AURKC,,ABHD8-4,ABHD8
POLR1C,KRT33A,,,AXL-1,AXL,,ABI1-1,ABI1
POLR2A,KRT35,,,AXL-2,AXL,,ABI1-2,ABI1
POLR2B,KRT36,,,AXL-3,AXL,,ABI1-3,ABI1
POLR2C,KRT37,,,AXL-4,AXL,,ABI1-4,ABI1
POLR2D,KRT38,,,AXL-5,AXL,,ABI2-1,ABI2
POLR2E,KRT40,,,AXL-6,AXL,,ABI2-2,ABI2
POLR2G,KRT71,,,AXL-7,AXL,,ABI2-3,ABI2
POLR2H,KRT73,,,AXL-8,AXL,,ABI2-4,ABI2
POLR2I,KRT74,,,BAZ1B-1,BAZ1B,,ABI3-1,ABI3
POLR2L,KRT75,,,BAZ1B-2,BAZ1B,,ABI3-2,ABI3
POLR3A,KRT76,,,BAZ1B-3,BAZ1B,,ABI3-3,ABI3
POLR3C,KRT77,,,BAZ1B-4,BAZ1B,,ABI3-4,ABI3
POLR3H,KRT78,,,BAZ1B-5,BAZ1B,,ABI3BP-1,ABI3BP
POLR3K,KRT82,,,BAZ1B-6,BAZ1B,,ABI3BP-2,ABI3BP
POLRMT,KRT84,,,BAZ1B-7,BAZ1B,,ABI3BP-3,ABI3BP
POP1,KRT85,,,BAZ1B-8,BAZ1B,,ABI3BP-4,ABI3BP
POP5,KRT86,,,BCKDK-1,BCKDK,,ABL1-1,ABL1
PPA1,KRT9,,,BCKDK-2,BCKDK,,ABL1-2,ABL1
PPAN,KRTAP1-1,,,BCKDK-3,BCKDK,,ABL1-3,ABL1
PPAT,KRTAP10-1,,,BCKDK-4,BCKDK,,ABL1-4,ABL1
PPIL2,KRTAP10-10,,,BCKDK-5,BCKDK,,ABL2-1,ABL2
PPP2CA,KRTAP10-11,,,BCKDK-6,BCKDK,,ABL2-2,ABL2
PPP2R4,KRTAP10-12,,,BCKDK-7,BCKDK,,ABL2-3,ABL2
PPP4C,KRTAP10-2,,,BCKDK-8,BCKDK,,ABL2-4,ABL2
PPWD1,KRTAP10-4,,,BCR-1,BCR,,ABLIM1-1,ABLIM1
PREB,KRTAP10-5,,,BCR-2,BCR,,ABLIM1-2,ABLIM1
PRELID1,KRTAP10-6,,,BCR-3,BCR,,ABLIM1-3,ABLIM1
PRIM1,KRTAP10-7,,,BCR-4,BCR,,ABLIM1-4,ABLIM1
PRMT1,KRTAP10-8,,,BCR-5,BCR,,ABLIM2-1,ABLIM2
PRMT5,KRTAP10-9,,,BCR-6,BCR,,ABLIM2-2,ABLIM2
PRPF19,KRTAP11-1,,,BCR-7,BCR,,ABLIM2-3,ABLIM2
PRPF31,KRTAP13-1,,,BCR-8,BCR,,ABLIM2-4,ABLIM2
PRPF38A,KRTAP13-2,,,BLK-1,BLK,,ABLIM3-1,ABLIM3
PRPF38B,KRTAP13-3,,,BLK-2,BLK,,ABLIM3-2,ABLIM3
PRPF4,KRTAP13-4,,,BLK-3,BLK,,ABLIM3-3,ABLIM3
PRPF8,KRTAP15-1,,,BLK-4,BLK,,ABLIM3-4,ABLIM3
PSMA1,KRTAP17-1,,,BLK-5,BLK,,ABO-1,ABO
PSMA2,KRTAP19-3,,,BLK-6,BLK,,ABO-2,ABO
PSMA3,KRTAP23-1,,,BLK-7,BLK,,ABO-3,ABO
PSMA4,KRTAP26-1,,,BLK-8,BLK,,ABO-4,ABO
PSMA5,KRTAP3-2,,,BMP2K-1,BMP2K,,ABR-1,ABR
PSMA6,KRTAP4-11,,,BMP2K-2,BMP2K,,ABR-2,ABR
PSMA7,KRTAP4-12,,,BMP2K-3,BMP2K,,ABR-3,ABR
PSMB1,KRTAP4-2,,,BMP2K-4,BMP2K,,ABR-4,ABR
PSMB2,KRTAP4-4,,,BMP2K-5,BMP2K,,ABRA-1,ABRA
PSMB3,KRTAP4-7,,,BMP2K-6,BMP2K,,ABRA-2,ABRA
PSMB4,KRTAP5-2,,,BMP2K-7,BMP2K,,ABRA-3,ABRA
PSMB7,KRTAP9-2,,,BMP2K-8,BMP2K,,ABRA-4,ABRA
PSMC2,KRTAP9-3,,,BMPR1A-1,BMPR1A,,ABRACL-1,ABRACL
PSMC3,KRTAP9-4,,,BMPR1A-2,BMPR1A,,ABRACL-2,ABRACL
PSMC5,LALBA,,,BMPR1A-3,BMPR1A,,ABRACL-3,ABRACL
PSMC6,LBX1,,,BMPR1A-4,BMPR1A,,ABRACL-4,ABRACL
PSMD1,LCN9,,,BMPR1A-5,BMPR1A,,ABT1-1,ABT1
PSMD11,LCT,,,BMPR1A-6,BMPR1A,,ABT1-2,ABT1
PSMD12,LGALS13,,,BMPR1A-7,BMPR1A,,ABT1-3,ABT1
PSMD13,LGALS14,,,BMPR1A-8,BMPR1A,,ABT1-4,ABT1
PSMD14,LHFPL5,,,BMPR1B-1,BMPR1B,,ABTB1-1,ABTB1
PSMD3,LHX3,,,BMPR1B-2,BMPR1B,,ABTB1-2,ABTB1
PSMD4,LHX5,,,BMPR1B-3,BMPR1B,,ABTB1-3,ABTB1
PSMG3,LIM2,,,BMPR1B-4,BMPR1B,,ABTB1-4,ABTB1
PTPN23,LIN28A,,,BMPR1B-5,BMPR1B,,ABTB2-1,ABTB2
PUF60,LIPM,,,BMPR1B-6,BMPR1B,,ABTB2-2,ABTB2
PWP2,LOR,,,BMPR1B-7,BMPR1B,,ABTB2-3,ABTB2
QARS,LRIT1,,,BMPR1B-8,BMPR1B,,ABTB2-4,ABTB2
RABGGTB,LRIT2,,,BMPR2-1,BMPR2,,ACAA1-1,ACAA1
RACGAP1,LRRC10,,,BMPR2-2,BMPR2,,ACAA1-2,ACAA1
RAD21,LUZP4,,,BMPR2-3,BMPR2,,ACAA1-3,ACAA1
RAD51C,LYZL1,,,BMPR2-4,BMPR2,,ACAA1-4,ACAA1
RAD51D,LYZL2,,,BMPR2-5,BMPR2,,ACAA2-1,ACAA2
RAE1,LYZL6,,,BMPR2-6,BMPR2,,ACAA2-2,ACAA2
RAN,MAGEA10,,,BMPR2-7,BMPR2,,ACAA2-3,ACAA2
RANGAP1,MAGEA11,,,BMPR2-8,BMPR2,,ACAA2-4,ACAA2
RARS2,MAGEB1,,,BMX-1,BMX,,ACACA-1,ACACA
RBBP6,MAGEB10,,,BMX-2,BMX,,ACACA-2,ACACA
RBM14,MAGEB18,,,BMX-3,BMX,,ACACA-3,ACACA
RBM17,MAGEB3,,,BMX-4,BMX,,ACACA-4,ACACA
RBM8A,MAGEB4,,,BMX-5,BMX,,ACACB-1,ACACB
RBMX,MAGEC3,,,BMX-6,BMX,,ACACB-2,ACACB
RBX1,MAS1,,,BMX-7,BMX,,ACACB-3,ACACB
RCC1,MAS1L,,,BMX-8,BMX,,ACACB-4,ACACB
RCL1,MBD3L1,,,BRAF-1,BRAF,,ACAD10-1,ACAD10
RFC2,MBD3L2,,,BRAF-2,BRAF,,ACAD10-2,ACAD10
RFC4,MBL2,,,BRAF-3,BRAF,,ACAD10-3,ACAD10
RFC5,MC2R,,,BRAF-4,BRAF,,ACAD10-4,ACAD10
RFK,MC3R,,,BRAF-5,BRAF,,ACAD11-1,ACAD11
RHEB,MC5R,,,BRAF-6,BRAF,,ACAD11-2,ACAD11
RIOK2,MEP1A,,,BRAF-7,BRAF,,ACAD11-3,ACAD11
RNF20,MEP1B,,,BRAF-8,BRAF,,ACAD11-4,ACAD11
RNGTT,MEPE,,,BRD2-1,BRD2,,ACAD8-1,ACAD8
ROMO1,MFRP,,,BRD2-2,BRD2,,ACAD8-2,ACAD8
RPA1,MMD2,,,BRD2-3,BRD2,,ACAD8-3,ACAD8
RPA2,MMP20,,,BRD2-4,BRD2,,ACAD8-4,ACAD8
RPF2,MMP21,,,BRD2-5,BRD2,,ACAD9-1,ACAD9
RPL10A,MMP26,,,BRD2-6,BRD2,,ACAD9-2,ACAD9
RPL11,MMP27,,,BRD2-7,BRD2,,ACAD9-3,ACAD9
RPL12,MOGAT3,,,BRD2-8,BRD2,,ACAD9-4,ACAD9
RPL13,MORC1,,,BRD3-1,BRD3,,ACADL-1,ACADL
RPL14,MRGPRD,,,BRD3-2,BRD3,,ACADL-2,ACADL
RPL18,MRGPRX1,,,BRD3-3,BRD3,,ACADL-3,ACADL
RPL18A,MRGPRX2,,,BRD3-4,BRD3,,ACADL-4,ACADL
RPL19,MRGPRX4,,,BRD3-5,BRD3,,ACADM-1,ACADM
RPL23,MS4A10,,,BRD3-6,BRD3,,ACADM-2,ACADM
RPL24,MS4A13,,,BRD3-7,BRD3,,ACADM-3,ACADM
RPL27,MS4A5,,,BRD3-8,BRD3,,ACADM-4,ACADM
RPL27A,MSGN1,,,BRD4-1,BRD4,,ACADS-1,ACADS
RPL3,MT1B,,,BRD4-2,BRD4,,ACADS-2,ACADS
RPL30,MTNR1B,,,BRD4-3,BRD4,,ACADS-3,ACADS
RPL35,MUC17,,,BRD4-4,BRD4,,ACADS-4,ACADS
RPL35A,MUC7,,,BRD4-5,BRD4,,ACADSB-1,ACADSB
RPL36,MYBPC3,,,BRD4-6,BRD4,,ACADSB-2,ACADSB
RPL37A,MYF5,,,BRD4-7,BRD4,,ACADSB-3,ACADSB
RPL4,NANOGNB,,,BRD4-8,BRD4,,ACADSB-4,ACADSB
RPL6,NANOS2,,,BRDT-1,BRDT,,ACADVL-1,ACADVL
RPL8,NCR2,,,BRDT-2,BRDT,,ACADVL-2,ACADVL
RPLP0,NDST4,,,BRDT-3,BRDT,,ACADVL-3,ACADVL
RPLP1,NEUROD2,,,BRDT-4,BRDT,,ACADVL-4,ACADVL
RPLP2,NEUROD4,,,BRDT-5,BRDT,,ACAN-1,ACAN
RPP21,NEUROD6,,,BRDT-6,BRDT,,ACAN-2,ACAN
RPP38,NEUROG1,,,BRDT-7,BRDT,,ACAN-3,ACAN
RPS11,NKX2-1,,,BRDT-8,BRDT,,ACAN-4,ACAN
RPS12,NKX2-2,,,BRSK1-1,BRSK1,,ACAP1-1,ACAP1
RPS13,NLRP4,,,BRSK1-2,BRSK1,,ACAP1-2,ACAP1
RPS15A,NLRP5,,,BRSK1-3,BRSK1,,ACAP1-3,ACAP1
RPS16,NLRP8,,,BRSK1-4,BRSK1,,ACAP1-4,ACAP1
RPS18,NLRP9,,,BRSK1-5,BRSK1,,ACAP2-1,ACAP2
RPS19,NMS,,,BRSK1-6,BRSK1,,ACAP2-2,ACAP2
RPS2,NOBOX,,,BRSK1-7,BRSK1,,ACAP2-3,ACAP2
RPS20,NOTO,,,BRSK1-8,BRSK1,,ACAP2-4,ACAP2
RPS21,NOX3,,,BRSK2-1,BRSK2,,ACAP3-1,ACAP3
RPS23,NPFFR1,,,BRSK2-2,BRSK2,,ACAP3-2,ACAP3
RPS3,NPHS2,,,BRSK2-3,BRSK2,,ACAP3-3,ACAP3
RPS4X,NPSR1,,,BRSK2-4,BRSK2,,ACAP3-4,ACAP3
RPS5,NPVF,,,BRSK2-5,BRSK2,,ACAT1-1,ACAT1
RPS6,NR2E1,,,BRSK2-6,BRSK2,,ACAT1-2,ACAT1
RPS7,NYX,,,BRSK2-7,BRSK2,,ACAT1-3,ACAT1
RPS8,OC90,,,BRSK2-8,BRSK2,,ACAT1-4,ACAT1
RRM1,OLIG2,,,BTK-1,BTK,,ACAT2-1,ACAT2
RRP1,OLIG3,,,BTK-2,BTK,,ACAT2-2,ACAT2
RRP12,OPALIN,,,BTK-3,BTK,,ACAT2-3,ACAT2
RRS1,OPN1LW,,,BTK-4,BTK,,ACAT2-4,ACAT2
RTCB,OPN5,,,BTK-5,BTK,,ACBD3-1,ACBD3
RUVBL2,OR10A2,,,BTK-6,BTK,,ACBD3-2,ACBD3
SACM1L,OR10A4,,,BTK-7,BTK,,ACBD3-3,ACBD3
SAE1,OR10A5,,,BTK-8,BTK,,ACBD3-4,ACBD3
SAMM50,OR10H1,,,BUB1-1,BUB1,,ACBD4-1,ACBD4
SAP18,OR10H2,,,BUB1-2,BUB1,,ACBD4-2,ACBD4
SARS,OR10H3,,,BUB1-3,BUB1,,ACBD4-3,ACBD4
SARS2,OR10J1,,,BUB1-4,BUB1,,ACBD4-4,ACBD4
SART3,OR10R2,,,BUB1-5,BUB1,,ACBD5-1,ACBD5
SBNO1,OR10S1,,,BUB1-6,BUB1,,ACBD5-2,ACBD5
SDAD1,OR10X1,,,BUB1-7,BUB1,,ACBD5-3,ACBD5
SDHC,OR10Z1,,,BUB1-8,BUB1,,ACBD5-4,ACBD5
SEC13,OR11A1,,,BUB1B-1,BUB1B,,ACBD6-1,ACBD6
SEH1L,OR12D2,,,BUB1B-2,BUB1B,,ACBD6-2,ACBD6
SF1,OR12D3,,,BUB1B-3,BUB1B,,ACBD6-3,ACBD6
SF3A2,OR13C3,,,BUB1B-4,BUB1B,,ACBD6-4,ACBD6
SF3A3,OR13D1,,,BUB1B-5,BUB1B,,ACBD7-1,ACBD7
SF3B1,OR14A16,,,BUB1B-6,BUB1B,,ACBD7-2,ACBD7
SF3B2,OR1A1,,,BUB1B-7,BUB1B,,ACBD7-3,ACBD7
SF3B3,OR1A2,,,BUB1B-8,BUB1B,,ACBD7-4,ACBD7
SF3B5,OR1B1,,,C17orf75-1,C17orf75,,ACCS-1,ACCS
SKP1,OR1D2,,,C17orf75-2,C17orf75,,ACCS-2,ACCS
SLC35B1,OR1E1,,,C17orf75-3,C17orf75,,ACCS-3,ACCS
SLMO2,OR1E2,,,C17orf75-4,C17orf75,,ACCS-4,ACCS
SLU7,OR1G1,,,C17orf75-5,C17orf75,,ACCSL-1,ACCSL
SMC1A,OR1L6,,,C17orf75-6,C17orf75,,ACCSL-2,ACCSL
SMC2,OR1N2,,,C17orf75-7,C17orf75,,ACCSL-3,ACCSL
SMC4,OR1S1,,,C17orf75-8,C17orf75,,ACCSL-4,ACCSL
SMU1,OR1S2,,,C8orf44-SGK3-1,C8orf44-SGK3,,ACD-1,ACD
SNAPC1,OR2AK2,,,C8orf44-SGK3-2,C8orf44-SGK3,,ACD-2,ACD
SNAPC2,OR2AT4,,,C8orf44-SGK3-3,C8orf44-SGK3,,ACD-3,ACD
SNAPC4,OR2C1,,,C8orf44-SGK3-4,C8orf44-SGK3,,ACD-4,ACD
SNRNP200,OR2C3,,,C8orf44-SGK3-5,C8orf44-SGK3,,ACE-1,ACE
SNRNP25,OR2D2,,,C8orf44-SGK3-6,C8orf44-SGK3,,ACE-2,ACE
SNRNP27,OR2D3,,,C8orf44-SGK3-7,C8orf44-SGK3,,ACE-3,ACE
SNRNP35,OR2F1,,,C8orf44-SGK3-8,C8orf44-SGK3,,ACE-4,ACE
SNRNP70,OR2G2,,,CAD-1,CAD,,ACE2-1,ACE2
SNRPA1,OR2G3,,,CAD-2,CAD,,ACE2-2,ACE2
SNRPD1,OR2H1,,,CAD-3,CAD,,ACE2-3,ACE2
SNRPD2,OR2J2,,,CAD-4,CAD,,ACE2-4,ACE2
SNRPD3,OR2L3,,,CAD-5,CAD,,ACER1-1,ACER1
SNRPF,OR2T1,,,CAD-6,CAD,,ACER1-2,ACER1
SNW1,OR2T10,,,CAD-7,CAD,,ACER1-3,ACER1
SPATA5L1,OR2T12,,,CAD-8,CAD,,ACER1-4,ACER1
SPC24,OR2T2,,,CALM1-1,CALM1,,ACER2-1,ACER2
SPC25,OR2T27,,,CALM1-2,CALM1,,ACER2-2,ACER2
SRBD1,OR2T33,,,CALM1-3,CALM1,,ACER2-3,ACER2
SRP19,OR2T4,,,CALM1-4,CALM1,,ACER2-4,ACER2
SRRM1,OR2T5,,,CALM1-5,CALM1,,ACER3-1,ACER3
SRRT,OR2W1,,,CALM1-6,CALM1,,ACER3-2,ACER3
SRSF1,OR3A1,,,CALM1-7,CALM1,,ACER3-3,ACER3
SRSF2,OR3A2,,,CALM1-8,CALM1,,ACER3-4,ACER3
SRSF3,OR3A3,,,CALM3-1,CALM3,,ACHE-1,ACHE
SRSF7,OR4C11,,,CALM3-2,CALM3,,ACHE-2,ACHE
SS18L2,OR4C3,,,CALM3-3,CALM3,,ACHE-3,ACHE
SSU72,OR4D1,,,CALM3-4,CALM3,,ACHE-4,ACHE
SUPT5H,OR4D10,,,CALM3-5,CALM3,,ACIN1-1,ACIN1
SUPT6H,OR4D11,,,CALM3-6,CALM3,,ACIN1-2,ACIN1
SUPV3L1,OR4D9,,,CALM3-7,CALM3,,ACIN1-3,ACIN1
SYMPK,OR4K17,,,CALM3-8,CALM3,,ACIN1-4,ACIN1
SYS1,OR51B6,,,CAMK1-1,CAMK1,,ACKR1-1,ACKR1
TAF1B,OR51D1,,,CAMK1-2,CAMK1,,ACKR1-2,ACKR1
TAF6,OR51F2,,,CAMK1-3,CAMK1,,ACKR1-3,ACKR1
TANGO6,OR51T1,,,CAMK1-4,CAMK1,,ACKR1-4,ACKR1
TARS,OR51V1,,,CAMK1-5,CAMK1,,ACKR2-1,ACKR2
TBCD,OR52A1,,,CAMK1-6,CAMK1,,ACKR2-2,ACKR2
TBL3,OR52A5,,,CAMK1-7,CAMK1,,ACKR2-3,ACKR2
TCP1,OR52B2,,,CAMK1-8,CAMK1,,ACKR2-4,ACKR2
TELO2,OR52B6,,,CAMK1D-1,CAMK1D,,ACKR3-1,ACKR3
TFAM,OR52E8,,,CAMK1D-2,CAMK1D,,ACKR3-2,ACKR3
TFRC,OR52I2,,,CAMK1D-3,CAMK1D,,ACKR3-3,ACKR3
THOC2,OR52K2,,,CAMK1D-4,CAMK1D,,ACKR3-4,ACKR3
THOC3,OR52L1,,,CAMK1D-5,CAMK1D,,ACKR4-1,ACKR4
THOC5,OR52M1,,,CAMK1D-6,CAMK1D,,ACKR4-2,ACKR4
TICRR,OR52R1,,,CAMK1D-7,CAMK1D,,ACKR4-3,ACKR4
TIMM10,OR52W1,,,CAMK1D-8,CAMK1D,,ACKR4-4,ACKR4
TIMM13,OR56A1,,,CAMK1G-1,CAMK1G,,ACLY-1,ACLY
TIMM23,OR56A4,,,CAMK1G-2,CAMK1G,,ACLY-2,ACLY
TIMM44,OR56B1,,,CAMK1G-3,CAMK1G,,ACLY-3,ACLY
TMEM258,OR5AU1,,,CAMK1G-4,CAMK1G,,ACLY-4,ACLY
TNPO3,OR5C1,,,CAMK1G-5,CAMK1G,,ACMSD-1,ACMSD
TOMM22,OR5I1,,,CAMK1G-6,CAMK1G,,ACMSD-2,ACMSD
TOMM40,OR5M1,,,CAMK1G-7,CAMK1G,,ACMSD-3,ACMSD
TONSL,OR5M10,,,CAMK1G-8,CAMK1G,,ACMSD-4,ACMSD
TOP1,OR5P2,,,CAMK2A-1,CAMK2A,,ACO1-1,ACO1
TOP2A,OR5P3,,,CAMK2A-2,CAMK2A,,ACO1-2,ACO1
TPT1,OR5R1,,,CAMK2A-3,CAMK2A,,ACO1-3,ACO1
TPX2,OR5T1,,,CAMK2A-4,CAMK2A,,ACO1-4,ACO1
TRAPPC1,OR5T2,,,CAMK2A-5,CAMK2A,,ACO2-1,ACO2
TRAPPC3,OR5T3,,,CAMK2A-6,CAMK2A,,ACO2-2,ACO2
TRIAP1,OR5V1,,,CAMK2A-7,CAMK2A,,ACO2-3,ACO2
TRMT112,OR5W2,,,CAMK2A-8,CAMK2A,,ACO2-4,ACO2
TRMT5,OR6A2,,,CAMK2B-1,CAMK2B,,ACOT1-1,ACOT1
TRNAU1AP,OR6K6,,,CAMK2B-2,CAMK2B,,ACOT1-2,ACOT1
TRRAP,OR6S1,,,CAMK2B-3,CAMK2B,,ACOT1-3,ACOT1
TSR1,OR6V1,,,CAMK2B-4,CAMK2B,,ACOT1-4,ACOT1
TTC1,OR7A17,,,CAMK2B-5,CAMK2B,,ACOT11-1,ACOT11
TTC27,OR7C2,,,CAMK2B-6,CAMK2B,,ACOT11-2,ACOT11
TTI1,OR7D4,,,CAMK2B-7,CAMK2B,,ACOT11-3,ACOT11
TTI2,OR7G2,,,CAMK2B-8,CAMK2B,,ACOT11-4,ACOT11
TUBB,OR8A1,,,CAMK2D-1,CAMK2D,,ACOT12-1,ACOT12
TUBG1,OR8B8,,,CAMK2D-2,CAMK2D,,ACOT12-2,ACOT12
TUBGCP2,OR8G5,,,CAMK2D-3,CAMK2D,,ACOT12-3,ACOT12
TUBGCP3,OR8U1,,,CAMK2D-4,CAMK2D,,ACOT12-4,ACOT12
TUBGCP6,OR9Q2,,,CAMK2D-5,CAMK2D,,ACOT13-1,ACOT13
TUFM,OTOP1,,,CAMK2D-6,CAMK2D,,ACOT13-2,ACOT13
TUT1,OTOP3,,,CAMK2D-7,CAMK2D,,ACOT13-3,ACOT13
TXN,OTOR,,,CAMK2D-8,CAMK2D,,ACOT13-4,ACOT13
TXNL4A,OTP,,,CAMK2G-1,CAMK2G,,ACOT2-1,ACOT2
U2AF1,OTUD6A,,,CAMK2G-2,CAMK2G,,ACOT2-2,ACOT2
U2AF2,OTX2,,,CAMK2G-3,CAMK2G,,ACOT2-3,ACOT2
UBA1,PAGE3,,,CAMK2G-4,CAMK2G,,ACOT2-4,ACOT2
UBA52,PANX3,,,CAMK2G-5,CAMK2G,,ACOT4-1,ACOT4
UBE2L3,PASD1,,,CAMK2G-6,CAMK2G,,ACOT4-2,ACOT4
UBE2M,PAX1,,,CAMK2G-7,CAMK2G,,ACOT4-3,ACOT4
UBE2N,PAX4,,,CAMK2G-8,CAMK2G,,ACOT4-4,ACOT4
UBL5,PBOV1,,,CAMK4-1,CAMK4,,ACOT6-1,ACOT6
UBTF,PDCL2,,,CAMK4-2,CAMK4,,ACOT6-2,ACOT6
UPF1,PDE6H,,,CAMK4-3,CAMK4,,ACOT6-3,ACOT6
UPF2,PDILT,,,CAMK4-4,CAMK4,,ACOT6-4,ACOT6
UQCRC1,PDX1,,,CAMK4-5,CAMK4,,ACOT7-1,ACOT7
UQCRFS1,PDYN,,,CAMK4-6,CAMK4,,ACOT7-2,ACOT7
UROD,PGK2,,,CAMK4-7,CAMK4,,ACOT7-3,ACOT7
USP39,PGLYRP2,,,CAMK4-8,CAMK4,,ACOT7-4,ACOT7
USP5,PGLYRP3,,,CAMKK1-1,CAMKK1,,ACOT8-1,ACOT8
USPL1,PIWIL1,,,CAMKK1-2,CAMKK1,,ACOT8-2,ACOT8
UTP15,PIWIL3,,,CAMKK1-3,CAMKK1,,ACOT8-3,ACOT8
UTP20,PKD1L3,,,CAMKK1-4,CAMKK1,,ACOT8-4,ACOT8
UTP23,PLA2G2E,,,CAMKK1-5,CAMKK1,,ACOT9-1,ACOT9
UXT,PLA2G2F,,,CAMKK1-6,CAMKK1,,ACOT9-2,ACOT9
VARS,PLA2G4E,,,CAMKK1-7,CAMKK1,,ACOT9-3,ACOT9
VARS2,PLAC1L,,,CAMKK1-8,CAMKK1,,ACOT9-4,ACOT9
VCP,PNLIP,,,CAMKK2-1,CAMKK2,,ACOX1-1,ACOX1
VPS25,PNLIPRP1,,,CAMKK2-2,CAMKK2,,ACOX1-2,ACOX1
VPS28,PNLIPRP2,,,CAMKK2-3,CAMKK2,,ACOX1-3,ACOX1
WARS,PNPLA5,,,CAMKK2-4,CAMKK2,,ACOX1-4,ACOX1
WBSCR22,POM121L12,,,CAMKK2-5,CAMKK2,,ACOX2-1,ACOX2
WDR12,POTEA,,,CAMKK2-6,CAMKK2,,ACOX2-2,ACOX2
WDR25,POTED,,,CAMKK2-7,CAMKK2,,ACOX2-3,ACOX2
WDR3,POTEG,,,CAMKK2-8,CAMKK2,,ACOX2-4,ACOX2
WDR33,POTEH,,,CAMKV-1,CAMKV,,ACOX3-1,ACOX3
WDR43,POU3F4,,,CAMKV-2,CAMKV,,ACOX3-2,ACOX3
WDR61,POU4F2,,,CAMKV-3,CAMKV,,ACOX3-3,ACOX3
WDR70,POU4F3,,,CAMKV-4,CAMKV,,ACOX3-4,ACOX3
WDR74,POU5F2,,,CAMKV-5,CAMKV,,ACOXL-1,ACOXL
WDR75,PPP3R2,,,CAMKV-6,CAMKV,,ACOXL-2,ACOXL
